SYST_TRAJ_ID;FLPL_CALL_SIGN;FLPL_NUMB;FLPL_AIRC_TYPE;REQS_FLGT_LEVL;FLPL_DEPR_AIRP;FLPL_ARRV_AIRP;TRANSIT;MODES_ADRESS;FILE_DATE
202403170009391;ABD707;488298;B744;;EDFH;KGSP;;5031002;20240317
202403170009668;ITY2133;487647;A320;;LIML;LIRF;;5023791;20240317
202403170013255;MAERO;491590;F2TH;;EGLF;LSGS;;4450912;20240317
202403170015302;D6287;;;;;;;4127014;20240317
202403170016650;FBPRT;;;;;;;3685939;20240317
202403170017195;AEE4MI;481706;A20N;;LGAV;LIMC;;4634796;20240317
202403170017929;VLG7108;480293;A320;;LEST;EGKK;;3425938;20240317
202403170018611;EWG6WY;482245;A320;;EDDK;LHBP;;3954412;20240317
202403170018825;TVF11EK;477396;B738;;LFPO;LKPR;;3761396;20240317
202403170019879;EZY58FG;482148;A319;;LFMN;EGKK;;4198633;20240317
202403170021482;UAE49H;478667;B77W;;EGSS;OMDB;;9003994;20240317
202403170021836;ABN2003;497122;A320;;LATI;LIMC;;5247012;20240317
202403170022026;BAW27;480250;B789;;EGLL;VHHH;;4222842;20240317
202403170000724;TAP575;478698;A320;;EDDF;LPPT;;4805066;20240317
202403170001880;WMT703B;466662;A21N;;LROP;EGGW;;5055487;20240317
202403170002283;EJU7605;479703;A320;;LPPT;LFBD;;4458814;20240317
202403170002852;KLM690;440642;B789;;MMUN;EHAM;;4740997;20240317
202403170002853;RYR2MG;;;;;;;5054961;20240317
202403170003283;DLH156;480364;A319;;EDDF;EDDP;;3958157;20240317
202403170004723;FJDER;;;;;;;3690205;20240317
202403170004927;RYR25NQ;489107;B738;;EGSS;LIRN;;5055048;20240317
202403170005017;VLG4TX;473646;A320;;LEST;LEBL;;3425487;20240317
202403170005472;FGLVY;;;;;;;3747512;20240317
202403170006862;SAS6371;493951;A20N;;ENGM;LEAL;;4901346;20240317
202403170011487;HBCQF;;;;;;;4916973;20240317
202403170012682;DJT102;496139;A21N;;LFPO;KEWR;;3770009;20240317
202403170013999;DIAPC;496519;DA62;;LFRB;LFRN;;4069584;20240317
202403170015393;AMC625;484765;A20N;;LIML;LMML;;5055674;20240317
202403170015570;TAP1242;478511;A320;;LPPT;LKPR;;4805066;20240317
202403170017915;IBE33RK;497226;A319;;LEMD;LIRQ;;3416270;20240317
202403170018027;EJU917F;469541;A319;;LIEE;LIMC;;4458012;20240317
202403170018841;RYR42PX;478838;B738;;LFOB;LIME;;5055071;20240317
202403170019463;WZZ102;468495;A320;;EGGW;LBSF;;4666380;20240317
202403170019989;EFW86S;470795;A321;;LEZL;EGKK;;4197120;20240317
202403170021187;RYR6HD;477169;B738;;LIMJ;EBCI;;5023496;20240317
202403170000056;AWU717G;;;;;;;4073839;20240317
202403170000471;QTR60C;452816;B789;;OTHH;LEBL;;434928;20240317
202403170002225;EXS37KY;482207;B738;;EGBB;LIMF;;4222855;20240317
202403170002309;DLH6U;489477;A20N;;EGLL;EDDF;;3958217;20240317
202403170003361;MODEA_7040;;;;;;;;20240317
202403170004330;DEKAS;;;;;;;4005666;20240317
202403170004886;VLG1HA;473464;A320;;LEZL;LEBB;;3425860;20240317
202403170005563;AOJ69Y;460788;LJ75;;LIML;LOWG;;4457446;20240317
202403170005837;FPLMK;;;;;;;3716955;20240317
202403170006269;NJE355M;493341;C68A;;EGKB;LSGS;;4797058;20240317
202403170011052;FBJLK;;;;;;;3679594;20240317
202403170011830;WMT4FU;474826;A320;;LRCL;LIME;;4661134;20240317
202403170012926;AFR423;476737;A359;;SKBO;LFPG;;3788554;20240317
202403170012953;VLG9KT;489665;A320;;LEBL;LIMC;;3417300;20240317
202403170013229;DMECM;;;;;;;4191110;20240317
202403170014323;HBPMT;;;;;;;4925671;20240317
202403170015225;GJGAR;;;;;;;4197177;20240317
202403170016541;RYR89QJ;;;;;;;5055111;20240317
202403170016799;TUA447;477885;A332;;UTAA;LIMC;;6297643;20240317
202403170016829;HBEXW;;;;;;;4918524;20240317
202403170017009;EJU60KW;469941;A320;;LIRF;LFMN;;4456954;20240317
202403170019178;DLH1293;482191;A21N;;LCLK;EDDF;;3957935;20240317
202403170019481;CCM62PM;481597;A20N;;LFKJ;LFML;;3792201;20240317
202403170019963;CCA932;499536;B77W;;EDDF;ZBAA;;7866571;20240317
202403170001302;WUK688;467680;A21N;;EGGW;LQSA;;4227060;20240317
202403170001588;AFR1750;471811;BCS3;;LFPG;EKCH;;3794561;20240317
202403170002262;RYR9HM;;;;;;;5023077;20240317
202403170002290;LGL51N;463466;DH8D;;ELLX;LIRN;;5046486;20240317
202403170003825;PVR01B;460639;C510;;LEHC;LFLS;;3776898;20240317
202403170004547;GSW1PR;481786;A320;;BKPR;LSZH;;4921663;20240317
202403170007448;EZY38GP;476680;A320;;EGGP;LSGG;;4222357;20240317
202403170008528;RAM749G;475874;B738;;LFPO;GMMX;;131306;20240317
202403170011064;AFR365Y;496275;A321;;LFPO;LFPG;;3755023;20240317
202403170011774;WZZ38DN;492888;A320;;LYBE;LFOB;;4661126;20240317
202403170011998;HBLUU;;;;;;;4923176;20240317
202403170015133;T7HGW;437611;SF50;;EBLG;LFLY;;5243250;20240317
202403170016778;NJE488G;498032;CL35;;LEPA;LKPR;;4787466;20240317
202403170018413;LGL619;475218;B738;;ELLX;LEPA;;5046516;20240317
202403170018842;WMT5MP;470116;A321;;LATI;LFOB;;4661111;20240317
202403170020510;ASL78Q;475274;A319;;EDDL;LYBE;;4981227;20240317
202403170020749;LGL620;477269;B738;;LEPA;ELLX;;5046516;20240317
202403170021203;RYR2246;495497;B738;;GMAD;LFBD;;5054972;20240317
202403170021390;AFR1732;472345;BCS3;;LFPG;LIML;;3794581;20240317
202403170021530;DLA95N;483615;E195;;EDDF;LOWL;;3146669;20240317
202403170000309;AFR719;492505;B772;;GOBD;LFPG;;3754488;20240317
202403170003441;FPCDY;;;;;;;3740827;20240317
202403170003672;SIA23;475914;A359;;KJFK;WSSS;;7785700;20240317
202403170005169;NOZ1494;476377;B738;;ENGM;LFPG;;4690460;20240317
202403170005606;FJUKD;;;;;;;3722428;20240317
202403170005633;FGMKY;;;;;;;3748184;20240317
202403170005867;DLH077;483782;CRJ9;;EDDL;EDDF;;3951978;20240317
202403170009751;BAW668R;482274;A320;;EGLL;GMMX;;4196582;20240317
202403170010122;CFE2900;469751;E190;;EGHI;EGPH;;4224887;20240317
202403170012006;DEGOJ;;;;;;;4003317;20240317
202403170013691;OEAKM;;;;;;;4459752;20240317
202403170013897;BAW107;474493;A388;;EGLL;OMDB;;4221445;20240317
202403170015279;MODEA_4612;;;;;;;;20240317
202403170015386;RUK20JJ;482412;B738;;EGSS;GMME;;4226829;20240317
202403170015832;AUA212;488099;A320;;EDDF;LOWW;;4456474;20240317
202403170015903;BAW717T;469747;A320;;LSZH;EGLL;;4196735;20240317
202403170016668;DAH1215;473143;B738;;LFPG;DAAG;;655500;20240317
202403170017347;EXS49P;483688;B738;;GCFV;EGNM;;4223361;20240317
202403170017927;VLG549K;486125;A320;;GCLP;LFPG;;3425944;20240317
202403170020492;SWR539L;469621;E190;;LFMN;LSZH;;4921844;20240317
202403170021192;VLG28BU;;;;;;;3432593;20240317
202403170022175;CLX7MC;524620;B744;;ELLX;UBBB;;5046572;20240317
202403170000462;N844AE;493423;E135;;EINN;GMMN;;11243194;20240317
202403170000734;DLH403;492254;B748;;KEWR;EDDF;;3951406;20240317
202403170000947;RYR4797;472154;B738;;EBCI;LECH;;5023076;20240317
202403170001077;AFR24YR;477762;A319;;LFMN;EGLL;;3753697;20240317
202403170001591;BAW138;492067;A35K;;VABB;EGLL;;4225208;20240317
202403170002561;QTR094;471294;A359;;LSZH;OTHH;;434410;20240317
202403170002857;FHIDR;;;;;;;3776625;20240317
202403170003798;ITY1383;484963;BCS3;;LIRF;LIMJ;;5025106;20240317
202403170004264;PHDRN;;;;;;;4736139;20240317
202403170004499;SWR41V;483721;A320;;LSGG;LSZH;;4920850;20240317
202403170005033;KLM765;;;;;;;4736067;20240317
202403170008558;EJU675Z;489537;A319;;LFMN;LFQQ;;4456816;20240317
202403170009563;VJT691;;;;;;;5055325;20240317
202403170011339;MODEA_7022;;;;;;;;20240317
202403170011428;HAILH;495913;E50P;;LFOP;LHBP;;4658757;20240317
202403170015925;ANE48XP;488916;CRJX;;LEMD;LFBD;;3429783;20240317
202403170017688;CLG75TG;459954;AT75;;LFBL;LFLL;;3768811;20240317
202403170018074;OKPHO;465651;E55P;;LFMT;LPFR;;4838279;20240317
202403170018544;DLH1325;473925;A319;;DTTA;EDDF;;3957834;20240317
202403170020648;BAW720T;479971;A20N;;EGLL;LSZH;;4225326;20240317
202403170000377;KLM714;;;;;;;4739575;20240317
202403170001008;N74VZ;491890;GLF5;;KMMU;LIRA;;11137572;20240317
202403170001778;WMT1KM;467106;A321;;LATI;EBCI;;4661090;20240317
202403170002490;EXS46K;470580;B738;;EGSS;GCRR;;4223353;20240317
202403170002643;VLG7822;484838;A321;;LEBL;EGKK;;3434128;20240317
202403170002970;FGIBJ;;;;;;;3743785;20240317
202403170003234;AFR689;492850;B772;;KATL;LFPG;;3754464;20240317
202403170005002;TAP1354;475736;A21N;;LPPT;EGLL;;4805385;20240317
202403170005140;DENQO;;;;;;;4008106;20240317
202403170006173;IE260;;;;;;;3268581;20240317
202403170006901;FJJBC;;;;;;;3683804;20240317
202403170007519;DLH6KV;470626;A319;;EKBI;EDDF;;3958153;20240317
202403170007805;RYR86YW;6772;A320;;LEPA;EHEH;;5055152;20240317
202403170007994;BAW41R;484313;A319;;EHAM;EGLL;;4196532;20240317
202403170008040;PHSVV;;;;;;;4739883;20240317
202403170009582;BAW9SW;493162;A35K;;KSAN;EGLL;;4224920;20240317
202403170010047;OCN98A;495814;A333;;EDDF;KPHL;;3958117;20240317
202403170013819;FHVJD;;;;;;;3790115;20240317
202403170015599;FIN6RD;473369;A320;;EFHK;EGLL;;4595554;20240317
202403170016098;BAW5LI;475848;A320;;EGLL;LPPT;;4217418;20240317
202403170018032;EXS8EY;480048;B733;;EGNM;LSGG;;4221131;20240317
202403170000011;MODEA_7030;;;;;;;;20240317
202403170002343;DLH1KW;472292;A320;;ESSA;EDDF;;3958618;20240317
202403170004024;AIZ775;491154;A321;;LLBG;LFLS;;4530488;20240317
202403170004610;CLX94K;;;;;;;5046553;20240317
202403170005824;RYR2357;474285;B38M;;GMFO;EDLV;;5025211;20240317
202403170006384;BEL1XJ;478702;A319;;EBBR;LIPE;;4509281;20240317
202403170006388;EXS36BG;481587;B738;;LEAL;EGSS;;4222081;20240317
202403170008082;DLH8CL;487749;A321;;EDDF;EDDH;;3957890;20240317
202403170009181;AFR62LV;484007;A321;;LFPG;LFML;;3755024;20240317
202403170010295;PHPAZ;497201;C82S;;LFSN;EDTL;;4737724;20240317
202403170014174;RYR88MY;489634;B738;;EGGD;LEMD;;5022332;20240317
202403170014194;MODEA_7000;;;;;;;;20240317
202403170015413;ANE46VN;;;;;;;3424971;20240317
202403170015905;SWU1932;466224;DH8D;;EGSS;LIPB;;5055728;20240317
202403170016915;MODEA_7000;;;;;;;;20240317
202403170018823;TRA99Y;485574;B738;;EHAM;LOWI;;4737697;20240317
202403170019561;RYR65NQ;472701;B738;;EIDW;EDJA;;5054959;20240317
202403170019699;AFR45SP;483013;A320;;EDDB;LFPG;;3746553;20240317
202403170020252;AUA15G;;;;;;;4457988;20240317
202403170021030;EXS37K;483324;A21N;;GCLP;EGCC;;4226795;20240317
202403170021597;DLH6VT;475115;CRJ9;;EDDF;LFSB;;3951975;20240317
202403170000577;AAB11J;466489;C525;;EBKT;LOWG;;4499748;20240317
202403170001410;TOM21M;470324;B38M;;EGNT;LIMF;;4224500;20240317
202403170003613;TAR725;462774;A320;;LFPO;DTTA;;172642;20240317
202403170005985;OEKPA;;;;;;;4457919;20240317
202403170007455;IFIPA;;;;;;;3147842;20240317
202403170009436;VLG6ZQ;488396;A319;;LIMF;LEBL;;3428610;20240317
202403170010167;DFWHT;;;;;;;4031537;20240317
202403170010893;EFD4E;435751;C25C;;LEMG;EDRZ;;3984150;20240317
202403170011103;FGOSP;;;;;;;3750479;20240317
202403170011678;KLM1256;488486;E75L;;LFRN;EHAM;;4740561;20240317
202403170013330;CFE8759;485962;E190;;EGLC;LEBL;;4220171;20240317
202403170013923;QTR74J;474567;A388;;LFPG;OTHH;;434500;20240317
202403170014045;FGNQA;;;;;;;3749376;20240317
202403170014637;MODES_3147746;;;;;;;3147746;20240317
202403170015507;JAF8HC;490142;B38M;;EBBR;GMAD;;4502584;20240317
202403170017156;EWG5403;478142;A320;;GCLP;EDDB;;3954406;20240317
202403170019163;AFR14PD;485028;A319;;EKCH;LFPG;;3753194;20240317
202403170019377;MODEA_4217;;;;;;;;20240317
202403170020815;EIN40W;484349;A320;;LIRF;EIDW;;5023428;20240317
202403170020971;RYR57UA;479656;B738;;LEMD;LEPA;;5022957;20240317
202403170022413;TAP877;485492;E190;;LIRQ;LPPT;;4805138;20240317
202403170001713;SWR1FP;464038;E190;;LSZH;EDDS;;4921854;20240317
202403170003293;2MSTG;464754;C510;;EGHI;EGTK;;4451222;20240317
202403170005581;FYG511;493298;GL5T;;LFBZ;KHOU;;3788398;20240317
202403170006077;FGNCM;;;;;;;3748940;20240317
202403170006121;DLH582;474620;A321;;EDDF;HECA;;3958385;20240317
202403170009962;BAW242;493538;B789;;MMMX;EGLL;;4222838;20240317
202403170011347;TVF31YZ;481748;B738;;LFPO;LPPR;;3788454;20240317
202403170013065;SAS6372;495578;A20N;;LEAL;ENGM;;4901346;20240317
202403170015630;GWI87W;476059;A319;;EDDB;EDDS;;3956464;20240317
202403170016926;N1412M;496093;M20P;;EGJJ;LFOP;;10529041;20240317
202403170018266;VTI021;494156;B789;;VIDP;LFPG;;8393667;20240317
202403170018665;FBY11C;;;;;;;3433744;20240317
202403170018908;VLG1504;481123;A319;;LIRQ;LFPO;;3428609;20240317
202403170018993;EZY53LB;476490;A319;;EGKK;LEVC;;4216369;20240317
202403170019055;RYR9002;486645;B38M;;LEBL;EKBI;;5055306;20240317
202403170020305;EZY78NR;480565;A320;;LSGG;EGGW;;4221586;20240317
202403170020582;BAW387;486363;A320;;EBBR;EGLL;;4196805;20240317
202403170020637;EJU42VX;486035;A320;;LFPO;LPPR;;4457636;20240317
202403170000613;TVF32JZ;481997;B738;;LFPO;LEZL;;3761391;20240317
202403170002005;TJS5;467492;C56X;;LOWI;LFBO;;4459478;20240317
202403170002046;DAL1;492887;B764;;KJFK;EGLL;;11243472;20240317
202403170007421;EIN5WG;486910;A320;;LEBL;EIDW;;5023600;20240317
202403170007661;KLM705;;;;;;;4735986;20240317
202403170010242;RYR9PM;478297;B38M;;EGSS;GCTS;;5025361;20240317
202403170010634;EZS23QT;471817;A320;;LGAV;LFSB;;4921886;20240317
202403170011182;DAH1259;463025;B736;;LFLL;DAUB;;655398;20240317
202403170011585;KAC172;486389;A20N;;EDDF;OKKK;;7364719;20240317
202403170015136;RYR956;489163;B38M;;GMMX;EBCI;;5025084;20240317
202403170015850;DLH78F;471079;CRJ9;;EDDF;LFML;;3951974;20240317
202403170016164;NOZ9009;490569;B738;;LSZH;ENGM;;4901396;20240317
202403170017101;CLF360;465240;E550;;LFTH;EGLF;;4226816;20240317
202403170019438;DLA7LF;478384;E195;;LIML;EDDF;;3146644;20240317
202403170020591;VLG2WY;476408;A20N;;LFPG;LEAL;;3432587;20240317
202403170020824;TVF50UM;474508;B738;;LICJ;LFPO;;3789579;20240317
202403170021544;UAE232;497037;B77W;;KIAD;OMDB;;9004196;20240317
202403170022420;MODEA_7777;;;;;;;;20240317
202403170002532;SWT7770;493819;AT75;;LEIB;LEPA;;3420869;20240317
202403170004849;CKK215;492194;B77L;;ZSPD;EDDF;;7872211;20240317
202403170005006;FHFEN;;;;;;;3773581;20240317
202403170005569;JFA35P;467123;PC12;;LFDH;LFBH;;5046967;20240317
202403170009415;DMCIP;;;;;;;4189337;20240317
202403170011207;THY17RM;479020;A21N;;EDDF;LTFJ;;4960918;20240317
202403170011410;DFOXX;436515;TBM9;;LSZS;LFPN;;4026549;20240317
202403170014801;RYR42NU;476588;B738;;EIDW;LTFE;;5024016;20240317
202403170015033;EJU80RC;478752;A320;;GCLP;EDDB;;4456675;20240317
202403170015400;UPS21;494216;B744;;OMSJ;EDDK;;10965049;20240317
202403170016316;DLH9LL;490458;A320;;EDDM;EDDK;;3958439;20240317
202403170017323;SAMU26;;;;;;;3779608;20240317
202403170019570;SWR3BY;471844;E290;;EDDB;LSZH;;4915856;20240317
202403170019719;PWF275;464938;D328;;EDDW;ETSI;;3991268;20240317
202403170020013;LOT4HE;471574;B38M;;EBBR;EPWA;;4763393;20240317
202403170020923;VLG1572;473321;A320;;LEBL;LEAS;;3421062;20240317
202403170021507;EJU87HA;474333;A20N;;LEBL;LIRN;;4459572;20240317
202403170021887;DLH2NW;471246;A320;;EDDF;LYBE;;3958618;20240317
202403170000827;EZS50WZ;467398;A320;;LSGG;LIRF;;4921951;20240317
202403170003871;ITY348;480430;A20N;;LIRF;LFMN;;5025247;20240317
202403170008307;KLM744;475391;B772;;SPJC;EHAM;;4735850;20240317
202403170008421;EZS71FJ;476027;A20N;;BKPR;LSGG;;4915839;20240317
202403170008606;RYR88ZQ;;;;;;;5024905;20240317
202403170013389;FHLPI;;;;;;;3780072;20240317
202403170014395;DERKY;;;;;;;4010664;20240317
202403170014436;FGOVS;;;;;;;3750578;20240317
202403170015307;DHFUX;;;;;;;4055539;20240317
202403170015627;FJVRV;;;;;;;3788988;20240317
202403170015804;FHBEG;;;;;;;3769478;20240317
202403170015982;DEBPN;;;;;;;3999967;20240317
202403170016280;ID786;;;;;;;3268357;20240317
202403170016981;TVF53UC;474414;B738;;LFPO;LEBL;;3761388;20240317
202403170017035;FGUXN;;;;;;;3756781;20240317
202403170017581;MODEA_7000;;;;;;;;20240317
202403170018031;SWR69AT;469963;BCS3;;LSGG;LOWW;;4921356;20240317
202403170018193;VJH738;493959;E35L;;LEVX;LSGG;;3958964;20240317
202403170018925;BEL6HB;484479;A20N;;GCTS;EBBR;;4508738;20240317
202403170019218;EJU83GL;488411;A319;;LEBL;LFSB;;4457865;20240317
202403170019396;EIN49J;468055;A320;;EIDW;LPFR;;5022357;20240317
202403170020472;AFR46ET;473416;A321;;ESSA;LFPG;;3755033;20240317
202403170022090;EJU631E;470632;A320;;LIEO;LIMC;;4456913;20240317
202403170003196;DLH062;473295;E190;;EDDF;EDDG;;3953768;20240317
202403170004536;BAW473;478514;A21N;;LEBL;EGLL;;4227017;20240317
202403170004545;WMT8UW;476357;A21N;;LEVC;LROP;;5055659;20240317
202403170004806;IBE3422;494149;A320;;LEMD;LFPG;;3416267;20240317
202403170005087;GOMTX;465498;GL5T;;LFPB;EGLF;;4225515;20240317
202403170006605;FGKQZ;;;;;;;3746329;20240317
202403170008740;ECMCY;;;;;;;3425922;20240317
202403170008837;VOE28TX;474626;A320;;GCFV;LFRS;;3434052;20240317
202403170009141;EXS7TF;482947;B738;;LSGG;EGBB;;4221635;20240317
202403170010088;BAW467;489028;A319;;LEMD;EGLL;;4196671;20240317
202403170013413;DMGSF;;;;;;;4192568;20240317
202403170013532;ITY2044;482032;A320;;LIRF;LIML;;5024000;20240317
202403170015164;N702BD;437457;C25A;;LFKJ;LFPN;;11099161;20240317
202403170016039;NJE864C;497188;E55P;;LFMN;EGGW;;4800776;20240317
202403170016720;MODEA_3712;;;;;;;;20240317
202403170017148;EFW43K;469776;A320;;LOWS;EGKK;;4221826;20240317
202403170020574;DLH1LY;471914;A321;;EDDH;EDDF;;3958391;20240317
202403170020703;BAW916N;476849;A320;;EGLL;EDDF;;4219472;20240317
202403170022445;IGA7508;467983;B762;;EDDP;LIPO;;4764165;20240317
202403170003805;FGKDM;;;;;;;3745900;20240317
202403170004318;EZS46CG;471651;A20N;;LEST;LSGG;;4915837;20240317
202403170004423;TOM9MH;481548;B738;;LIMF;EGKK;;4225734;20240317
202403170004779;SWR894A;471029;A21N;;EDDH;LSZH;;4921677;20240317
202403170007583;ELY312;477754;B738;;EGGW;LLBG;;7569505;20240317
202403170010633;TUI1A;470020;B38M;;EDDV;GCLP;;3961896;20240317
202403170011461;EAI31NQ;465916;AT76;;EGHQ;EIDW;;5024340;20240317
202403170011683;AAL136;493651;B772;;KLAX;EGLL;;11152553;20240317
202403170011879;SAMU24;;;;;;;3780000;20240317
202403170012444;DRAGO69;;;;;;;3898256;20240317
202403170013679;THY85P;470724;A21N;;LTFM;EGKK;;4960909;20240317
202403170013941;RYR78NN;474429;B38M;;EGCC;GCTS;;5025251;20240317
202403170015669;AFR58TR;488650;BCS3;;EGLL;LFPG;;3794561;20240317
202403170019158;EZY37HB;485219;A319;;EGPE;EGKK;;4219974;20240317
202403170019685;EZS85YF;489009;A320;;LSGG;LFRS;;4458658;20240317
202403170022020;EJU91RN;481217;A320;;LIBD;LIMC;;4459951;20240317
202403170022143;EDW84;524394;A343;;LSZH;FACT;;4921599;20240317
202403170022398;THY6323;468359;B77L;;LIMC;LTFM;;4960592;20240317
202403170001200;DLH4YA;480026;A20N;;EDDF;EGLL;;3958215;20240317
202403170002330;SAS7711;479122;A20N;;EKCH;GCTS;;4901363;20240317
202403170002384;OOHFH;493266;C56X;;EBKT;ELLX;;4497608;20240317
202403170004964;IBE2626;493326;A332;;KBOS;LEBL;;3438035;20240317
202403170007126;RYR96PY;477542;B738;;EIDW;LIRF;;5055016;20240317
202403170007708;EXS584;486536;B738;;LEAL;EGNT;;4226939;20240317
202403170007888;HBKMJ;;;;;;;4922281;20240317
202403170008198;IBE30YA;489192;A20N;;LEMD;LEBL;;3438037;20240317
202403170010981;HBPOC;;;;;;;4925706;20240317
202403170012267;EWG96VF;475597;A319;;EDDL;LIPE;;3956449;20240317
202403170012824;HBCWA;;;;;;;4917124;20240317
202403170013145;DMSAC;;;;;;;4191275;20240317
202403170014830;MODEA_7000;;;;;;;;20240317
202403170016601;MODEA_2000;;;;;;;;20240317
202403170018755;SWR3YZ;479294;BCS3;;EGLL;LSZH;;4921342;20240317
202403170019248;VTI017;494574;B789;;VIDP;EGLL;;8393734;20240317
202403170019448;EIN38Y;472628;A320;;EINN;EGLL;;5022409;20240317
202403170021014;RYR68AA;483921;B738;;LEZL;LIPE;;5055771;20240317
202403170021874;RYR992G;479578;B38M;;LEAL;EGCC;;5024851;20240317
202403170021960;TAP474;468641;E190;;LPPT;LFLL;;4805139;20240317
202403170003166;NJE385G;466620;C68A;;LFLY;EGLF;;4797069;20240317
202403170004863;BAW120;493334;B772;;KCVG;EGLL;;4217853;20240317
202403170005841;EJU86KZ;483758;A319;;EGKK;LFLL;;4456472;20240317
202403170007544;DLH4LA;495353;A21N;;EDDF;BIKF;;3957936;20240317
202403170008364;AOJ77G;491914;CL35;;LHBP;LFMD;;4459800;20240317
202403170008483;DLH460;494874;A346;;EDDM;KMIA;;3958037;20240317
202403170009109;FHRME;;;;;;;3786116;20240317
202403170009138;DLH433;489691;A343;;KORD;EDDF;;3957958;20240317
202403170009970;DKAVH;;;;;;;4087321;20240317
202403170010222;BAW729;485155;A319;;LSGG;EGLL;;4197252;20240317
202403170010998;PGT1528;495707;A20N;;EGSS;LTBJ;;4962408;20240317
202403170013643;AEA15WX;487362;B738;;LEMD;LEBB;;3437834;20240317
202403170013912;DENES;;;;;;;4007798;20240317
202403170015888;FJVPC;;;;;;;3752252;20240317
202403170016464;RYR74WK;471116;B738;;EIDW;LEBL;;5023823;20240317
202403170017056;INI372;497236;C560;;LEDA;LEZL;;3416595;20240317
202403170017701;AMC352;478705;A20N;;LMML;EDDL;;5055710;20240317
202403170018445;RYR99VH;484780;B738;;EGNT;LPFR;;5023821;20240317
202403170022329;ELY398;482281;B738;;LEMD;LLBG;;7569509;20240317
202403170000434;GFA017;492112;A21N;;OBBI;EDDF;;8994980;20240317
202403170001474;RYR4SB;471106;B38M;;LIRA;EBCI;;5055310;20240317
202403170002464;BAW564Y;480090;A319;;EGLL;LIML;;4196989;20240317
202403170005302;IMODN;;;;;;;3147460;20240317
202403170006557;MODEA_7000;;;;;;;;20240317
202403170006609;PGT969;475365;A21N;;LTFJ;EDDS;;4966529;20240317
202403170006657;KLM58X;;;;;;;4735327;20240317
202403170009342;TUI408;488437;B738;;EDDV;GCLP;;3935500;20240317
202403170010862;MODEA_7000;;;;;;;;20240317
202403170011368;FHGAQ;;;;;;;3774480;20240317
202403170013149;FGBQG;;;;;;;3737094;20240317
202403170013997;FHPEF;;;;;;;3783813;20240317
202403170016452;FGAAY;;;;;;;3735576;20240317
202403170016503;AFR008;497177;B77W;;LFPG;KJFK;;3754497;20240317
202403170018060;TAR283;468163;A320;;LFBO;DTTA;;172642;20240317
202403170019084;RYR5GJ;480075;A320;;LEMD;EGSS;;5055176;20240317
202403170019199;VLG6041;479701;A319;;LIRQ;LEBB;;3428868;20240317
202403170019337;DLH5RP;488490;A319;;EGBB;EDDM;;3958145;20240317
202403170019345;AEE6BR;470095;A20N;;EBBR;LGAV;;4634791;20240317
202403170020498;NOZ18Z;479944;B738;;ENBR;EGKK;;4694511;20240317
202403170022256;WMT3758;10034331;"";;LEMD;LIRF;;5055560;20240317
202403170000676;AOJ77U;465407;GL5T;;KILM;LICJ;;4459841;20240317
