SYST_TRAJ_ID;FLPL_CALL_SIGN;FLPL_NUMB;FLPL_AIRC_TYPE;REQS_FLGT_LEVL;FLPL_DEPR_AIRP;FLPL_ARRV_AIRP;TRANSIT;MODES_ADRESS;FILE_DATE
202403180020055;DLH53A;514250;A320;;EDDF;LFPG;;3958444;20240318
202403180020460;BAW80W;506886;A320;;EKCH;EGLL;;4595561;20240318
202403180020615;BAW105;510181;B789;;EGLL;OMDB;;4222330;20240318
202403180020913;DLH576;555505;A343;;EDDF;FACT;;3958008;20240318
202403180001093;BAW20R;525237;B772;;KORD;EGLL;;4195973;20240318
202403180002180;GAC564J;524124;C510;;LIRP;LIRA;;4457894;20240318
202403180002570;DLH5PL;512599;A320;;EDDF;LHBP;;3958448;20240318
202403180004432;MODEA_1551;;;;;;;;20240318
202403180005826;EJU45MF;523396;A320;;LICC;LIMC;;4459294;20240318
202403180006372;RYR2ZV;519380;B738;;LICC;LIMF;;5055035;20240318
202403180006922;FMJDL;;;;;;;3845139;20240318
202403180008286;VLG1XB;507836;A320;;LEBL;LEBB;;3421062;20240318
202403180011370;BAW9171;521262;B772;;EGKK;EGLL;;4196033;20240318
202403180011510;COCA21;10035742;"";;LFSO;LFSO;;;20240318
202403180014089;ICE85V;529640;B38M;;LEAL;BIKF;;5031213;20240318
202403180014316;FGSRG;;;;;;;3754534;20240318
202403180014810;EIN168E;513449;A20N;;EIDW;EGLL;;5025149;20240318
202403180014862;JOKER53;;;;;;;4177404;20240318
202403180015880;RYR96JL;516917;B738;;EGHH;LPFR;;5023762;20240318
202403180017567;CCM38BI;518958;AT76;;LFKJ;LFMN;;3792216;20240318
202403180018283;MODEA_2401;;;;;;;;20240318
202403180018343;TOM2GN;505973;B738;;GCLP;EIDW;;4220068;20240318
202403180018733;RINE22;;;;;;;3897012;20240318
202403180020237;RYR2DG;504091;B738;;LEAL;EDDN;;5055045;20240318
202403180000191;AEA938;;;;;;;3428885;20240318
202403180002182;THY7LQ;501497;A321;;LIMC;LTFM;;4958828;20240318
202403180002914;EJU631E;509624;A20N;;LIEO;LIMC;;4456627;20240318
202403180003776;LOG92A;496471;E145;;EGHI;EGPF;;4196651;20240318
202403180005959;WZZ6519;512197;A21N;;EDLW;BKPR;;4661057;20240318
202403180006242;FIN6PZ;506911;A319;;LSGG;EFHK;;4595510;20240318
202403180008004;KLM743;527435;B77W;;EHAM;SPJC;;4739575;20240318
202403180008561;DLH906;;;;;;;3958210;20240318
202403180010213;BWY30;;;;;;;4196808;20240318
202403180011710;GSUEO;530568;DA40;;EGHF;EGHG;;4221437;20240318
202403180012418;VLG344Z;519500;A320;;LIMC;LEBL;;3417300;20240318
202403180012664;HBZZX;;;;;;;4932773;20240318
202403180016106;KLM35V;531286;E75L;;EHAM;ELLX;;4741140;20240318
202403180016219;KLM1460;503744;E295;;LFRS;EHAM;;4744429;20240318
202403180017070;EXS87KA;516080;B738;;GCTS;EGPH;;4223210;20240318
202403180018618;RYR662F;509557;B38M;;EDJA;LPFR;;5024895;20240318
202403180019263;AFR64KJ;516881;E190;;EDDL;LFPG;;3769717;20240318
202403180020638;LXFAA;;;;;;;5047280;20240318
202403180020936;BCS2WP;519752;A306;;EDDF;EDDP;;3953714;20240318
202403180000400;AFR655;524281;B77W;;OMDB;LFPG;;3754507;20240318
202403180001911;CCM250;;;;;;;5258672;20240318
202403180002510;BCI207;496975;AT75;;EGJJ;EGJB;;4223553;20240318
202403180003641;VLG5BD;505568;A320;;LEBL;LEPA;;3425942;20240318
202403180004117;BEL4EW;513922;A319;;EBBR;LFLL;;4509292;20240318
202403180004463;N826SR;525734;SR20;;LFSL;LFBP;;11225285;20240318
202403180005454;CFE96A;517893;E190;;EHAM;EGLC;;4224887;20240318
202403180005885;PTN830;498409;PC24;;LEPA;EGBB;;3991959;20240318
202403180005981;MODEA_3430;;;;;;;;20240318
202403180008387;TAR282;527760;A20N;;DTTA;LFBO;;172417;20240318
202403180008486;MODEA_7040;;;;;;;;20240318
202403180009082;VJT503;526740;CL60;;EGHQ;EGLF;;5054663;20240318
202403180009174;DLH77E;515330;A321;;LEBB;EDDF;;3958390;20240318
202403180010764;MODEA_7000;;;;;;;;20240318
202403180013110;CTM005;496211;F2TH;;LFPV;EDDB;;3896996;20240318
202403180014764;MODEA_6130;;;;;;;;20240318
202403180015477;LFA201;;;;;;;4225334;20240318
202403180017081;VLG87JC;503711;A320;;LEMG;EGKK;;3425623;20240318
202403180017191;AUA417;505302;A320;;LOWW;LFPG;;4457991;20240318
202403180020757;ABR6RS;533227;AT76;;LFML;LFPG;;5024931;20240318
202403180002480;DRAGO33;527968;EC45;;LFBD;LFBH;;3898275;20240318
202403180003368;EXS34NR;514360;B738;;EGCC;LEBL;;4224892;20240318
202403180003398;EZY895R;503617;A320;;EGKK;EGAC;;4226911;20240318
202403180003811;DCPDC;527218;M28;;EDBM;EDTM;;3991532;20240318
202403180004079;FGN9351;;;;;;;3845147;20240318
202403180005495;RYR87UX;517167;B738;;EGCC;LIPZ;;5024348;20240318
202403180006770;MODEA_7050;;;;;;;;20240318
202403180007550;DLH2AF;506533;CRJ9;;EDDV;EDDF;;3952079;20240318
202403180008371;EJU70FG;518093;A20N;;EHAM;LIPZ;;4459571;20240318
202403180009124;EWG78GH;516742;A319;;EDDL;LDSP;;3956450;20240318
202403180009336;ABR403;506111;B738;;EDDV;LEMD;;5022131;20240318
202403180013656;THY2EZ;519901;A21N;;LTFM;LEBL;;4960877;20240318
202403180016250;MODEA_36;;;;;;;;20240318
202403180017180;AFR44UQ;518476;BCS3;;LSGG;LFPG;;3784096;20240318
202403180018447;BAW386;509062;A20N;;EGLL;EBBR;;4224717;20240318
202403180019386;EZS72BQ;513648;A320;;LFSB;EDDH;;4921895;20240318
202403180019925;ANE32TT;507295;AT76;;LEMH;LEPA;;3424972;20240318
202403180021221;RYR4VB;522871;B738;;LIEE;LIME;;5054987;20240318
202403180000885;KLM22A;526312;B738;;LEMD;EHAM;;4735330;20240318
202403180001248;BEL1HN;517168;A319;;LIML;EBBR;;4509303;20240318
202403180001557;GWI29HG;497786;A319;;EDDH;EDDS;;3956461;20240318
202403180003986;IBE31SD;526729;A20N;;LEMD;EDDM;;3437651;20240318
202403180003997;RYR95QX;513611;B738;;EGSS;LEVC;;5022298;20240318
202403180004541;BTI7EG;508821;BCS3;;EDDF;EVRA;;5254462;20240318
202403180006173;RYR776K;503138;B738;;LPPR;EGGD;;5023551;20240318
202403180006818;KLM20H;508889;B738;;LEMD;EHAM;;4735331;20240318
202403180008056;AFR17CN;502847;A319;;LIRQ;LFPG;;3753205;20240318
202403180009423;DEBPN;;;;;;;3999967;20240318
202403180009761;NAK715;530395;BE58;;LFQG;LFGJ;;3749442;20240318
202403180010748;GFA003;526745;B789;;OBBI;EGLL;;8994957;20240318
202403180014623;ITY1281;530025;A320;;LIML;LIRN;;5023619;20240318
202403180015673;TRA5107;511360;B738;;EHEH;LEVC;;4735309;20240318
202403180017246;RYR6RB;509130;B738;;LIEE;LEZL;;5055044;20240318
202403180019242;EJU54FD;514066;A20N;;LFPO;LIRN;;4456626;20240318
202403180020868;FDX33;514302;B77L;;EDDF;LFPG;;11251527;20240318
202403180000557;UBT70Z;524905;B789;;KJFK;EGKK;;4224450;20240318
202403180001354;AAL90;525502;B789;;KORD;EGLL;;11225833;20240318
202403180001938;TVF79EN;501031;B738;;LFRS;LTFM;;3788465;20240318
202403180003154;ETD47N;517774;B789;;KJFK;OMAA;;9004531;20240318
202403180003766;ELY381;501806;B738;;LLBG;LIMC;;7569513;20240318
202403180004045;EZY36TR;506399;A319;;EHAM;EGKK;;4219974;20240318
202403180006356;TOM805P;521004;B738;;EGKK;LZIB;;5266667;20240318
202403180009342;FHTOB;;;;;;;3788225;20240318
202403180010234;CFE68D;507934;E190;;LEIB;EGLC;;4225488;20240318
202403180010243;HBKBV;;;;;;;4922007;20240318
202403180010717;FGNCM;;;;;;;3748940;20240318
202403180014374;RYR8632;500633;B38M;;EDLV;LEZL;;5025211;20240318
202403180017009;AFR57JT;501492;A320;;GMMX;LFPG;;3772898;20240318
202403180017820;EJU38FH;503673;A319;;LEBL;LFPG;;4456579;20240318
202403180018683;VJT779;555590;GL7T;;LOWI;LEMD;;5055345;20240318
202403180018843;DLH819;518095;A319;;ESGG;EDDF;;3958147;20240318
202403180019061;ANE98NA;503156;CRJ2;;LEST;LEBB;;3433793;20240318
202403180019238;SWORD83;;;;;;;4518088;20240318
202403180001412;RYR864L;504812;B38M;;EGGW;LEZL;;5025187;20240318
202403180002304;EXS84FM;502166;B738;;EGNX;LEMG;;4222855;20240318
202403180002338;MODEA_7000;;;;;;;;20240318
202403180003122;RYR177X;514154;B738;;LPPR;EHBK;;5023547;20240318
202403180003646;MODEA_3773;;;;;;;;20240318
202403180005482;NAK715B;527805;BE58;;LFLS;LFLC;;3749442;20240318
202403180007223;CCM782;516562;A320;;LFKB;LFPO;;5258672;20240318
202403180007247;DLA9FL;507238;E195;;EDDM;LIMC;;3147758;20240318
202403180009653;RYR7XF;509701;B738;;EGGD;LIPZ;;5022332;20240318
202403180014858;AFR61RD;499185;E170;;LFPG;EDDV;;3770082;20240318
202403180015024;RYR728E;505615;B738;;LFBO;GMFF;;5023827;20240318
202403180015208;AFR61FU;499496;E170;;LFLL;LFML;;3770085;20240318
202403180017083;DLH9Y;505827;CRJ9;;EBBR;EDDF;;3951976;20240318
202403180017767;AUR79B;;;;;;;4225067;20240318
202403180017940;ITY358;523330;A319;;LIML;LFPG;;5024115;20240318
202403180018532;SAS4842;531909;A320;;LSZH;ENGM;;4566073;20240318
202403180020166;MAU59;533336;A339;;LSGG;FIMP;;393270;20240318
202403180020818;BCS7JG;507284;A306;;LEMD;EDDP;;3953700;20240318
202403180000873;ETH736;511317;A359;;LIMC;LSZH;;262681;20240318
202403180001004;ANE14GJ;498184;CRJX;;LFMN;LEMD;;3424661;20240318
202403180003603;HBLVB;527431;DA42;;LSZB;EDNY;;4923183;20240318
202403180005271;RYR76R;517957;B38M;;EBCI;LPFR;;5024895;20240318
202403180005691;NJE8HL;526243;C56X;;LSZB;LSZR;;4789014;20240318
202403180005952;UAE6AQ;520403;A388;;EGCC;OMDB;;9004208;20240318
202403180008970;ICNTO;;;;;;;3147242;20240318
202403180010465;RYR4HC;506925;B38M;;LPPR;EGSS;;5025084;20240318
202403180010872;RYR8BL;;;;;;;5054993;20240318
202403180011909;FGRAA;;;;;;;3752960;20240318
202403180012437;FHAHG;;;;;;;3768550;20240318
202403180013031;VLG6951;500853;A320;;LEPA;LFPO;;3425861;20240318
202403180015244;CRIMSON2;;;;;;;4225865;20240318
202403180018867;RYR649;502417;B738;;LEMG;EKCH;;5055074;20240318
202403180019038;RYR43GM;501286;A320;;LEPA;EDDK;;5055152;20240318
202403180020704;BEL9BP;512708;A320;;EDDM;EBBR;;4509137;20240318
202403180021048;EZS41JT;504339;A320;;EHAM;LFSB;;4921886;20240318
202403180021256;RYR2ZG;522144;B738;;LIBR;LIMC;;5054956;20240318
202403180001119;AFR24YR;516434;A320;;LFMN;EGLL;;3769767;20240318
202403180003451;BAW63VP;498601;A20N;;LGAV;EGLL;;4226420;20240318
202403180003971;FHEBC;;;;;;;3772450;20240318
202403180005306;ITY1655;520457;A320;;LIML;LIBD;;5023709;20240318
202403180005320;MODEA_4202;;;;;;;;20240318
202403180005437;EJU36CP;514379;A319;;LIMC;LEBL;;4456579;20240318
202403180005573;EFW65V;525419;A321;;LFBD;EGKK;;4197117;20240318
